Datum,Vodostaj [cm],Pretok [m³/s],Temperatura vode [°C]
30.08.2023 00:30,114,5.74,16.5
30.08.2023 00:00,116,6.06,16.6
29.08.2023 23:30,118,6.38,16.7
29.08.2023 23:00,120,6.71,16.9
29.08.2023 22:30,121,6.88,17.0
29.08.2023 22:00,124,7.40,17.1
29.08.2023 21:30,127,7.93,17.2
29.08.2023 21:00,130,8.48,17.3
29.08.2023 20:30,133,9.05,17.3
29.08.2023 20:00,138,10.0,17.4
29.08.2023 19:30,144,11.3,17.5
29.08.2023 19:00,152,13.0,17.6
29.08.2023 18:30,159,14.6,17.6
29.08.2023 18:00,165,16.1,17.6
29.08.2023 17:30,169,17.1,17.5
29.08.2023 17:00,171,17.6,17.5
29.08.2023 16:30,176,18.9,17.4
29.08.2023 16:00,180,20.0,17.3
29.08.2023 15:30,182,20.6,17.3
29.08.2023 15:00,179,19.7,17.0
29.08.2023 14:30,167,16.6,16.9
29.08.2023 14:00,145,11.5,16.9
29.08.2023 13:30,126,7.75,16.7
29.08.2023 13:00,122,7.05,16.3
29.08.2023 12:30,120,6.71,16.3
29.08.2023 12:00,110,5.14,16.2
29.08.2023 11:30,105,4.44,16.1
29.08.2023 11:00,104,4.30,16.1
29.08.2023 10:30,102,4.04,16.1
29.08.2023 10:00,103,4.17,16.1
29.08.2023 09:30,105,4.44,16.1
29.08.2023 09:00,105,4.44,16.1
29.08.2023 08:30,107,4.71,16.1
29.08.2023 08:00,108,4.85,16.2
29.08.2023 07:30,110,5.14,16.2
29.08.2023 07:00,112,5.44,16.2
29.08.2023 06:30,114,5.74,16.3
29.08.2023 06:00,116,6.06,16.4
29.08.2023 05:30,118,6.38,16.5
29.08.2023 05:00,121,6.88,16.6
29.08.2023 04:30,124,7.40,16.7
29.08.2023 04:00,126,7.75,16.8
29.08.2023 03:30,129,8.30,17.0
29.08.2023 03:00,133,9.05,17.1
29.08.2023 02:30,137,9.84,17.2
29.08.2023 02:00,142,10.9,17.4
29.08.2023 01:30,148,12.1,17.5
29.08.2023 01:00,155,13.7,17.7
29.08.2023 00:30,164,15.8,17.8
29.08.2023 00:00,176,18.9,17.8
28.08.2023 23:30,188,22.3,17.8
28.08.2023 23:00,196,24.7,17.7
28.08.2023 22:30,195,24.4,17.4
28.08.2023 22:00,185,21.4,17.5
28.08.2023 21:30,169,17.1,17.6
28.08.2023 21:00,155,13.7,17.8
28.08.2023 20:30,146,11.7,17.9
28.08.2023 20:00,128,8.11,17.3
28.08.2023 19:30,102,4.04,17.6
28.08.2023 19:00,84,1.88,17.7
28.08.2023 18:30,76,1.11,17.8
28.08.2023 18:00,74,0.944,18.0
28.08.2023 17:30,74,0.944,18.1
28.08.2023 17:00,74,0.944,18.2
28.08.2023 16:30,75,1.03,18.3
28.08.2023 16:00,75,1.03,18.3
28.08.2023 15:30,76,1.11,18.3
28.08.2023 15:00,75,1.03,18.2
28.08.2023 14:30,75,1.03,18.0
28.08.2023 14:00,75,1.03,18.0
28.08.2023 13:30,75,1.03,18.1
28.08.2023 13:00,75,1.03,18.2
28.08.2023 12:30,75,1.03,18.1
28.08.2023 12:00,75,1.03,18.1
28.08.2023 11:30,75,1.03,18.0
28.08.2023 11:00,75,1.03,18.0
28.08.2023 10:30,75,1.03,17.8
28.08.2023 10:00,74,0.944,17.6
28.08.2023 09:30,75,1.03,17.5
28.08.2023 09:00,75,1.03,17.4
28.08.2023 08:30,74,0.944,17.3
28.08.2023 08:00,75,1.03,17.3
28.08.2023 07:30,75,1.03,17.3
28.08.2023 07:00,74,0.944,17.3
28.08.2023 06:30,74,0.944,17.4
28.08.2023 06:00,74,0.944,17.4
28.08.2023 05:30,74,0.944,17.5
28.08.2023 05:00,74,0.944,17.6
28.08.2023 04:30,74,0.944,17.6
28.08.2023 04:00,74,0.944,17.6
28.08.2023 03:30,73,0.865,17.6
28.08.2023 03:00,73,0.865,17.6
28.08.2023 02:30,73,0.865,17.7
28.08.2023 02:00,73,0.865,17.7
28.08.2023 01:30,74,0.944,17.7
28.08.2023 01:00,74,0.944,17.8
28.08.2023 00:30,74,0.944,18.0
28.08.2023 00:00,75,1.03,18.1
27.08.2023 23:30,75,1.03,18.2
