Datum,Vodostaj [cm],Pretok [m³/s],Temperatura vode [°C]
31.07.2023 01:30,84,21.8,13.3
31.07.2023 02:00,83,21.2,13.2
31.07.2023 02:30,83,21.2,13.1
31.07.2023 03:00,82,20.5,13.0
31.07.2023 03:30,82,20.5,12.9
31.07.2023 04:00,82,20.5,12.8
31.07.2023 04:30,81,19.9,12.7
31.07.2023 05:00,81,19.9,12.6
31.07.2023 05:30,81,19.9,12.6
31.07.2023 06:00,81,19.9,12.5
31.07.2023 06:30,81,19.9,12.4
31.07.2023 07:00,81,19.9,12.4
31.07.2023 07:30,81,19.9,12.4
31.07.2023 08:00,80,19.3,12.4
31.07.2023 08:30,80,19.3,12.5
31.07.2023 09:00,80,19.3,12.6
31.07.2023 09:30,80,19.3,12.7
31.07.2023 10:00,80,19.3,12.7
31.07.2023 10:30,80,19.3,12.7
31.07.2023 11:00,79,18.7,13.0
31.07.2023 11:30,79,18.7,13.2
31.07.2023 12:00,79,18.7,13.5
31.07.2023 12:30,79,18.7,13.6
31.07.2023 13:00,79,18.7,13.7
31.07.2023 13:30,79,18.7,14.0
31.07.2023 14:00,79,18.7,14.0
31.07.2023 14:30,79,18.7,14.2
31.07.2023 15:00,79,18.7,14.6
31.07.2023 15:30,79,18.7,14.9
31.07.2023 16:00,78,18.1,15.3
31.07.2023 16:30,78,18.1,15.4
31.07.2023 17:00,78,18.1,15.4
31.07.2023 17:30,78,18.1,15.4
31.07.2023 18:00,78,18.1,15.2
31.07.2023 18:30,77,17.6,15.1
31.07.2023 19:00,77,17.6,14.9
31.07.2023 19:30,77,17.6,14.7
31.07.2023 20:00,77,17.6,14.6
31.07.2023 20:30,77,17.6,14.3
31.07.2023 21:00,76,17.0,14.1
31.07.2023 21:30,76,17.0,13.9
31.07.2023 22:00,76,17.0,13.8
31.07.2023 22:30,76,17.0,13.7
31.07.2023 23:00,76,17.0,13.6
31.07.2023 23:30,76,17.0,13.5
01.08.2023 00:00,75,16.5,13.4
01.08.2023 00:30,75,16.5,13.3
01.08.2023 01:00,75,16.5,13.3
01.08.2023 01:30,75,16.5,13.2
01.08.2023 02:00,75,16.5,13.2
01.08.2023 02:30,75,16.5,13.1
01.08.2023 03:00,74,15.9,13.0
01.08.2023 03:30,75,16.5,12.9
01.08.2023 04:00,74,15.9,12.8
01.08.2023 04:30,74,15.9,12.7
01.08.2023 05:00,74,15.9,12.7
01.08.2023 05:30,74,15.9,12.6
01.08.2023 06:00,74,15.9,12.5
01.08.2023 06:30,74,15.9,12.4
01.08.2023 07:00,74,15.9,12.4
01.08.2023 07:30,74,15.9,12.3
01.08.2023 08:00,74,15.9,12.3
01.08.2023 08:30,74,15.9,12.4
01.08.2023 09:00,74,15.9,12.4
01.08.2023 09:30,73,15.4,12.5
01.08.2023 10:00,73,15.4,12.7
01.08.2023 10:30,73,15.4,12.7
01.08.2023 11:00,73,15.4,12.8
01.08.2023 11:30,73,15.4,12.8
01.08.2023 12:00,73,15.4,12.8
01.08.2023 12:30,73,15.4,12.9
01.08.2023 13:00,73,15.4,13.0
01.08.2023 13:30,73,15.4,13.0
01.08.2023 14:00,73,15.4,13.1
01.08.2023 14:30,72,14.9,13.1
01.08.2023 15:00,73,15.4,13.1
01.08.2023 15:30,72,14.9,13.2
01.08.2023 16:00,73,15.4,13.2
01.08.2023 16:30,75,16.5,13.3
01.08.2023 17:00,77,17.6,13.7
01.08.2023 17:30,78,18.1,13.6
01.08.2023 18:00,82,20.5,13.7
01.08.2023 18:30,85,22.5,13.8
01.08.2023 19:00,86,23.1,14.1
01.08.2023 19:30,88,24.5,14.1
01.08.2023 20:00,96,30.6,14.2
01.08.2023 20:30,99,33.0,14.1
01.08.2023 21:00,100,33.9,13.9
01.08.2023 21:30,105,38.3,14.0
01.08.2023 22:00,116,48.8,14.4
01.08.2023 22:30,135,69.5,14.7
01.08.2023 23:00,145,81.4,14.9
01.08.2023 23:30,142,77.8,15.0
02.08.2023 00:00,146,82.6,14.0
02.08.2023 00:30,148,85.1,13.7
02.08.2023 01:00,144,80.2,13.4
02.08.2023 01:30,141,76.6,13.1
02.08.2023 02:00,140,75.4,12.8
02.08.2023 02:30,138,73.0,12.6
02.08.2023 03:00,135,69.5,12.4
02.08.2023 03:30,134,68.4,12.2
02.08.2023 04:00,131,64.9,12.1
02.08.2023 04:30,129,62.7,12.0
02.08.2023 05:00,128,61.6,11.9
02.08.2023 05:30,126,59.4,11.8
02.08.2023 06:00,124,57.2,11.8
02.08.2023 06:30,123,56.1,11.7
