Datum,Vodostaj [cm],Pretok [m³/s],Temperatura vode [°C]
31.07.2023 01:30,140,1.09,14.1
31.07.2023 02:00,140,1.09,14.0
31.07.2023 02:30,140,1.09,14.0
31.07.2023 03:00,139,0.978,13.9
31.07.2023 03:30,139,0.978,13.9
31.07.2023 04:00,139,0.978,13.8
31.07.2023 04:30,139,0.978,13.8
31.07.2023 05:00,139,0.978,13.7
31.07.2023 05:30,139,0.978,13.7
31.07.2023 06:00,139,0.978,13.6
31.07.2023 06:30,139,0.978,13.6
31.07.2023 07:00,139,0.978,13.6
31.07.2023 07:30,139,0.978,13.6
31.07.2023 08:00,139,0.978,13.6
31.07.2023 08:30,138,0.872,13.6
31.07.2023 09:00,139,0.978,13.7
31.07.2023 09:30,139,0.978,13.7
31.07.2023 10:00,139,0.978,13.8
31.07.2023 10:30,138,0.872,14.0
31.07.2023 11:00,138,0.872,14.2
31.07.2023 11:30,139,0.978,14.5
31.07.2023 12:00,138,0.872,14.9
31.07.2023 12:30,138,0.872,15.2
31.07.2023 13:00,138,0.872,15.6
31.07.2023 13:30,138,0.872,16.0
31.07.2023 14:00,138,0.872,16.1
31.07.2023 14:30,138,0.872,16.2
31.07.2023 15:00,138,0.872,16.3
31.07.2023 15:30,138,0.872,16.5
31.07.2023 16:00,138,0.872,16.6
31.07.2023 16:30,138,0.872,16.7
31.07.2023 17:00,138,0.872,16.6
31.07.2023 17:30,138,0.872,16.6
31.07.2023 18:00,138,0.872,16.4
31.07.2023 18:30,138,0.872,16.2
31.07.2023 19:00,138,0.872,16.1
31.07.2023 19:30,138,0.872,15.9
31.07.2023 20:00,138,0.872,15.7
31.07.2023 20:30,137,0.769,15.6
31.07.2023 21:00,137,0.769,15.4
31.07.2023 21:30,137,0.769,15.3
31.07.2023 22:00,137,0.769,15.2
31.07.2023 22:30,137,0.769,15.1
31.07.2023 23:00,137,0.769,15.0
31.07.2023 23:30,137,0.769,14.9
01.08.2023 00:00,137,0.769,14.7
01.08.2023 00:30,137,0.769,14.6
01.08.2023 01:00,137,0.769,14.4
01.08.2023 01:30,137,0.769,14.3
01.08.2023 02:00,137,0.769,14.2
01.08.2023 02:30,137,0.769,14.1
01.08.2023 03:00,137,0.769,14.0
01.08.2023 03:30,137,0.769,13.9
01.08.2023 04:00,137,0.769,13.9
01.08.2023 04:30,137,0.769,13.8
01.08.2023 05:00,137,0.769,13.7
01.08.2023 05:30,137,0.769,13.6
01.08.2023 06:00,137,0.769,13.6
01.08.2023 06:30,137,0.769,13.5
01.08.2023 07:00,137,0.769,13.5
01.08.2023 07:30,137,0.769,13.5
01.08.2023 08:00,137,0.769,13.5
01.08.2023 08:30,137,0.769,13.5
01.08.2023 09:00,137,0.769,13.5
01.08.2023 09:30,137,0.769,13.6
01.08.2023 10:00,137,0.769,13.8
01.08.2023 10:30,137,0.769,13.9
01.08.2023 11:00,137,0.769,14.2
01.08.2023 11:30,136,0.670,14.4
01.08.2023 12:00,137,0.769,14.7
01.08.2023 12:30,137,0.769,14.8
01.08.2023 13:00,137,0.769,14.8
01.08.2023 13:30,137,0.769,14.9
01.08.2023 14:00,137,0.769,14.9
01.08.2023 14:30,137,0.769,15.0
01.08.2023 15:00,137,0.769,15.1
01.08.2023 15:30,137,0.769,15.1
01.08.2023 16:00,137,0.769,15.1
01.08.2023 16:30,137,0.769,15.1
01.08.2023 17:00,137,0.769,15.2
01.08.2023 17:30,139,0.978,15.2
01.08.2023 18:00,140,1.09,15.2
01.08.2023 18:30,139,0.978,15.1
01.08.2023 19:00,139,0.978,15.1
01.08.2023 19:30,139,0.978,15.0
01.08.2023 20:00,139,0.978,14.9
01.08.2023 20:30,140,1.09,14.8
01.08.2023 21:00,139,0.978,14.7
01.08.2023 21:30,140,1.09,14.4
01.08.2023 22:00,141,1.20,14.3
01.08.2023 22:30,142,1.31,14.3
01.08.2023 23:00,141,1.20,14.2
01.08.2023 23:30,141,1.20,14.1
02.08.2023 00:00,142,1.31,14.0
02.08.2023 00:30,141,1.20,13.9
